wallet_address,cluster_id,root_address,louvain_community_id,obfuscation_disagreement
1m8P1rS68RL3cvfQs1bCZ4FKLmB,CLUSTER_0155,1m8P1rS68RL3cvfQs1bCZ4FKLmB,3,False
1mQv18L37NvUfnDhBpJ5k2c88kQ1d,CLUSTER_0156,1mQv18L37NvUfnDhBpJ5k2c88kQ1d,40,False
1mg5mKnSFhBRfAsjRGTVKAuZ25QY9c2N,CLUSTER_0157,1mg5mKnSFhBRfAsjRGTVKAuZ25QY9c2N,26,False
1nBGhkvxki68avckzwW5GuSU7CgcC3o9j,CLUSTER_0158,3FpwSfz4doJM8AWwaH1SKBea6i,24,False
1nR4PzXyr1igYGe7STxsGWBusJec,CLUSTER_0012,13PQzRnL2eeLvg4DRdMhbW3zxtvK5aH,35,False
1nVypTXgPaQzVXqgUyGa7ducmq7oKx,CLUSTER_0159,1nVypTXgPaQzVXqgUyGa7ducmq7oKx,18,False
1oARHSsssNoVzKMxuVqgKkcyGSJRApai,CLUSTER_0160,1oARHSsssNoVzKMxuVqgKkcyGSJRApai,37,False
1oaPFyahg9mFVgLym4M9Y7VKZeMt,CLUSTER_0161,1oaPFyahg9mFVgLym4M9Y7VKZeMt,43,False
1ocdXH5NKpyrfBkxBXBxZ8PQyxaQBLcb,CLUSTER_0162,1ocdXH5NKpyrfBkxBXBxZ8PQyxaQBLcb,11,False
1pACYFm3avYRJ3xs9uDRii7NBZBbFApb6,CLUSTER_0163,1pACYFm3avYRJ3xs9uDRii7NBZBbFApb6,35,False
1pLRfWcr72aP7mr3H2A4kqn18nnwtm,CLUSTER_0164,1pLRfWcr72aP7mr3H2A4kqn18nnwtm,10,False
1pY1hWPidiZdYTCuFfVJo7MYCnYLQq,CLUSTER_0165,1pY1hWPidiZdYTCuFfVJo7MYCnYLQq,10,False
1pfAaJCiTCzSpcFLaVT36evMqnPprRBc,CLUSTER_0166,1pfAaJCiTCzSpcFLaVT36evMqnPprRBc,36,False
1pq8mFmSj2TmXyUgKKd3wXFeCtsD7d,CLUSTER_0167,1pq8mFmSj2TmXyUgKKd3wXFeCtsD7d,43,False
1psjTxQ3doGvWQBoL3cY2cskDf1mepU,CLUSTER_0168,1psjTxQ3doGvWQBoL3cY2cskDf1mepU,30,False
1pyhJVBtdLikh4WW9xCXYVLYr4XP5,CLUSTER_0169,1pyhJVBtdLikh4WW9xCXYVLYr4XP5,42,False
1pz1BwvTzaHZC3RybUP7BMo4rHYGnvgC,CLUSTER_0170,1pz1BwvTzaHZC3RybUP7BMo4rHYGnvgC,44,False
1q5tY6pwbFDwFfkCfkgWvB7GAReLqU9gt,CLUSTER_0171,1q5tY6pwbFDwFfkCfkgWvB7GAReLqU9gt,31,False
1q8Sw5BNDwmg4fDkydcLmFnHf4AgC,CLUSTER_0172,1q8Sw5BNDwmg4fDkydcLmFnHf4AgC,31,False
1qJjKYDgotMyH2zdqaPbskhK2R,CLUSTER_0173,1qJjKYDgotMyH2zdqaPbskhK2R,46,False
1qLWKi1VAAeyFjYZ7gu8M6ApFRCP2t,CLUSTER_0174,1qLWKi1VAAeyFjYZ7gu8M6ApFRCP2t,35,False
1qXZxJLwfe4NpQNr9Bi7FUmSUc4iH,CLUSTER_0175,1qXZxJLwfe4NpQNr9Bi7FUmSUc4iH,1,False
1qZ8quP8Q1iabFY2fnczLozL6acQ4wRn,CLUSTER_0040,1AqasZTZqfqWah3h8rMxiJ3RqBK,3,False
1qdGZxC6Sdb2iv5Pk8TdMEuJYFnnmfGw,CLUSTER_0176,1qdGZxC6Sdb2iv5Pk8TdMEuJYFnnmfGw,5,False
1qen8Hqh9hT15FqYjX7HJ3RoT7u,CLUSTER_0177,1qen8Hqh9hT15FqYjX7HJ3RoT7u,9,False
1qgWArxzttEe5xoTuT3DiLSfRm,CLUSTER_0178,1qgWArxzttEe5xoTuT3DiLSfRm,7,False
1qhcze1pJfw877ZGciCdGVur6RH1mdGjY,CLUSTER_0179,1qhcze1pJfw877ZGciCdGVur6RH1mdGjY,35,False
1rbs6LsNURXXiLL34WajrcrGWPgLpm,CLUSTER_0056,1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,10,True
1rcojYyNZqcrah3EH5E6HdNNDGwecAj,CLUSTER_0056,1gucJY1HRaeTSDUuoA5WdLpkgEC2FUr5,22,True
1rkMpNbgezYyjXZG5HaCm5KkiKxAk8XPh,CLUSTER_0180,1rkMpNbgezYyjXZG5HaCm5KkiKxAk8XPh,10,False
1rrj9DeiRYhfVAZZbPcnzsbVYcxFG9W,CLUSTER_0181,1rrj9DeiRYhfVAZZbPcnzsbVYcxFG9W,28,False
1s2McQbqQgFizFh4VkKpnas4fZCBJqoQ,CLUSTER_0064,1s2McQbqQgFizFh4VkKpnas4fZCBJqoQ,12,False
1sS8B8pQSLqfSri7gBPPt6AML8cEmQsa5,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
1sVhowbMbcFMbju76BuwkFZB2r,CLUSTER_0182,1sVhowbMbcFMbju76BuwkFZB2r,26,False
1tqPbAZdugivVgomBugUC5tAGoY8f,CLUSTER_0183,1tqPbAZdugivVgomBugUC5tAGoY8f,3,False
1txzc1NXcUrAGW3NZuzELxQWb4mZtcnJ,CLUSTER_0184,1txzc1NXcUrAGW3NZuzELxQWb4mZtcnJ,35,False
1u3wURyiYSRsiyk8qzwctvnA83pmDQ7P,CLUSTER_0185,1u3wURyiYSRsiyk8qzwctvnA83pmDQ7P,10,False
1uBYezCW6EHtBWkGb4yWzjn1jNcujGX4Y,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
1uPsxgZe4i2aM2SSRSMGuGADaWXC3P,CLUSTER_0186,1uPsxgZe4i2aM2SSRSMGuGADaWXC3P,44,False
1ucfjbp5Ma7f4fiCGwXs3AfR9cwf8LLY,CLUSTER_0141,bc1qc4yr5peptya2dxeutsg9a77fmewzc844vm3zvg,22,False
1up5AJkaH8ghwWV53SKF6xqaxzfG,CLUSTER_0015,bc1qeupad27zmn7vyucalvcjg4dtajmqf3twxtnd4n,31,False
1uzSauKViKZrw4Tjavs4NeK8zLW1sRNc,CLUSTER_0187,1uzSauKViKZrw4Tjavs4NeK8zLW1sRNc,12,False
1vKvchLrDtZqwhpR3c7z5JncdJboFr,CLUSTER_0188,1vKvchLrDtZqwhpR3c7z5JncdJboFr,6,False
1vWyV43oQe72R33TCYeSjWC1FqMDvLH,CLUSTER_0189,1vWyV43oQe72R33TCYeSjWC1FqMDvLH,7,False
1vXrBtboNbJD2jXpHfiPmXVKkSX8eobg,CLUSTER_0190,1vXrBtboNbJD2jXpHfiPmXVKkSX8eobg,15,False
1vctdddPWKJnV1XxruJo2rsCAHYSBVv,CLUSTER_0187,1uzSauKViKZrw4Tjavs4NeK8zLW1sRNc,12,False
1vs8KX9738sqkvHscmGKtKzm9rfo49E3G,CLUSTER_0191,1vs8KX9738sqkvHscmGKtKzm9rfo49E3G,47,False
1vsU66CNWB9WCuymY5DdXYdhVbLdco,CLUSTER_0192,1vsU66CNWB9WCuymY5DdXYdhVbLdco,19,False
1wRLUkejxHrJoJFiKxfUcr64VCA,CLUSTER_0193,1wRLUkejxHrJoJFiKxfUcr64VCA,11,False
1weHRtF7gwYr3VRqkTN7oXzGhKr,CLUSTER_0194,1weHRtF7gwYr3VRqkTN7oXzGhKr,31,False
1wh5A64sY2Qm5GAetJFHd8q2frKUyY,CLUSTER_0195,1wh5A64sY2Qm5GAetJFHd8q2frKUyY,38,False
1wuVVAnCNS5GhQhkxdR2APwfxp,CLUSTER_0196,1wuVVAnCNS5GhQhkxdR2APwfxp,12,False
1x6obACiSSbGK7PCMupTtxFQcsxXQ7,CLUSTER_0197,1x6obACiSSbGK7PCMupTtxFQcsxXQ7,5,False
1xLsH3YWtCV4oCJ6nXJ8m1iR4nVrJ96,CLUSTER_0198,1xLsH3YWtCV4oCJ6nXJ8m1iR4nVrJ96,15,False
1xUbR5s3FtX4qK9UACtpcT2KwG,CLUSTER_0199,1xUbR5s3FtX4qK9UACtpcT2KwG,31,False
1yRWQmKUXVMHi5VPTjgqEQzRrtowN1g,CLUSTER_0200,1yRWQmKUXVMHi5VPTjgqEQzRrtowN1g,47,False
1yWj1hVNVokFedMbeeRBdgPJ9KYY,CLUSTER_0201,1yWj1hVNVokFedMbeeRBdgPJ9KYY,12,False
1yvtJ9kTtMWvaSWS1BpG3UU6qqP,CLUSTER_0202,1yvtJ9kTtMWvaSWS1BpG3UU6qqP,32,False
1yyufehee9VLbiQCcDA7Mf3cy7dbBjGv,CLUSTER_0203,1yyufehee9VLbiQCcDA7Mf3cy7dbBjGv,31,False
1zFKWvmNYpfZR77HN5rRULQft6tTNjJ,CLUSTER_0204,1zFKWvmNYpfZR77HN5rRULQft6tTNjJ,6,False
1zJxhTJzr7PMJh2qP1snyukqumEoDCF,CLUSTER_0122,1aNuf27KJPqx6D43h4fTZ6xMxoz,10,False
1zLnj92bDhW8YEH2TJYYD3LzMnn8,CLUSTER_0205,1zLnj92bDhW8YEH2TJYYD3LzMnn8,10,False
1zTwFbUDeWFSP2VaVpvynkgHzfS9Qwtjy,CLUSTER_0206,1zTwFbUDeWFSP2VaVpvynkgHzfS9Qwtjy,10,False
1zVcYAkvC22W9s7DKDjwGUxMYJkVWQC,CLUSTER_0207,1zVcYAkvC22W9s7DKDjwGUxMYJkVWQC,5,False
1zdvd1RkPjNsdFSJ6pooXVxdP1,CLUSTER_0015,bc1qeupad27zmn7vyucalvcjg4dtajmqf3twxtnd4n,31,False
31Bb8oQYvzgV3PNqkpJAupV86wKGxLLk,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
31LgcHSv8ZNRZq7BGNsuvNpys5uH7Mui,CLUSTER_0208,31LgcHSv8ZNRZq7BGNsuvNpys5uH7Mui,37,False
31TqHy1wUbqPMdaW3jZJP89ZHS,CLUSTER_0209,31TqHy1wUbqPMdaW3jZJP89ZHS,48,False
31g3EAvWSnhwEkTSkhdJ6YrN28mcG,CLUSTER_0210,31g3EAvWSnhwEkTSkhdJ6YrN28mcG,18,False
31yxnGQhE3SzP9zXb42q65z7tzFf,CLUSTER_0211,31yxnGQhE3SzP9zXb42q65z7tzFf,32,False
32KCqLYXLeBZxGyXVyVhisvMdw,CLUSTER_0212,32KCqLYXLeBZxGyXVyVhisvMdw,4,False
32WBHvxqN5xMTsWqsNLZbinARFK,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
32n81GRUrS4wFrZo4B37Hib7PM2yxWb,CLUSTER_0213,32n81GRUrS4wFrZo4B37Hib7PM2yxWb,31,False
331Ws5huqLGpguwk67YxhHr5a5uGhLNUSP,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,6,True
33G4NwmWA3FufbdpcmmH9VbjDJe7KWvCA,CLUSTER_0214,33G4NwmWA3FufbdpcmmH9VbjDJe7KWvCA,18,False
33GLaguKmfefnNoWZ1tLr8PkeGFbD,CLUSTER_0064,1s2McQbqQgFizFh4VkKpnas4fZCBJqoQ,12,False
33MMiDsCXTyyQPaHJTu2TKLgPn,CLUSTER_0215,33MMiDsCXTyyQPaHJTu2TKLgPn,35,False
33TGco7k1ZQpsiYYsxb77WJVGZJ,CLUSTER_0216,33TGco7k1ZQpsiYYsxb77WJVGZJ,31,False
34aDUs6wD9bWbpbq3N1fnydwVRSz,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
35L6oBs11XWkeveJnJTSAWKxnxg5,CLUSTER_0217,35L6oBs11XWkeveJnJTSAWKxnxg5,6,False
35vmZ6oh6KemUw9tFNBvLrKV47UrHMaWQi,CLUSTER_0218,35vmZ6oh6KemUw9tFNBvLrKV47UrHMaWQi,21,False
36K6vMm7P95FGY7YsvLa4CbtNN,CLUSTER_0219,36K6vMm7P95FGY7YsvLa4CbtNN,35,False
36UyfH4ioFEUgfoUWJzN3ZSeYZ5aspGVyL,CLUSTER_0220,3yt2WtZXX6PET5tgYmVnpu8PMJXSXRmdu,40,False
36t1QbJweYUpC18y6Vt627e378DD6x,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
37ihAxXniA8nGtm2oG4ia5TMVZNF,CLUSTER_0221,37ihAxXniA8nGtm2oG4ia5TMVZNF,8,False
37v89GB5quD6oQVdDRtdTAJufdr,CLUSTER_0222,37v89GB5quD6oQVdDRtdTAJufdr,5,False
39BEBcpd1A3nVCwpnueRGoTEwjH2oVn,CLUSTER_0223,39BEBcpd1A3nVCwpnueRGoTEwjH2oVn,49,False
3A3ExP33nB9cbePUK8dZD6Uyc3W,CLUSTER_0224,3A3ExP33nB9cbePUK8dZD6Uyc3W,3,False
3A5MbTyQ1XkK7ZSJyESCSXMTJkgMeN77,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,10,True
3AGBsFr2kSu5Mdh8sVPgpPZkZMtg,CLUSTER_0074,3AGBsFr2kSu5Mdh8sVPgpPZkZMtg,35,False
3AKQm3e31nnGgTMdYiERW3tqfS,CLUSTER_0225,3AKQm3e31nnGgTMdYiERW3tqfS,1,False
3ApJyDSJJgfssDaDUexaBu9KjUJB,CLUSTER_0226,bc1q7erycej56hudj00mnt8q8m3cscxnr840tcf870,15,False
3AqbopBfGjLTbEP7CrWR96Uc3nW7U8cpu,CLUSTER_0227,3AqbopBfGjLTbEP7CrWR96Uc3nW7U8cpu,38,False
3BtNSGTEG4kf5LYybZqpRYsUtU5uiWuo,CLUSTER_0228,3BtNSGTEG4kf5LYybZqpRYsUtU5uiWuo,14,False
3BvohhNfRqdeRDJxrz1kyoNRRLC85,CLUSTER_0229,3BvohhNfRqdeRDJxrz1kyoNRRLC85,22,False
3C3r9kCGCvVZ226uqtBWJrcN1oqVZ3CbNG,CLUSTER_0230,3C3r9kCGCvVZ226uqtBWJrcN1oqVZ3CbNG,3,False
3CadqxZRovcwGMJGKP5DYNtJBqAf8rCT,CLUSTER_0231,3CadqxZRovcwGMJGKP5DYNtJBqAf8rCT,26,False
3D2Ty7rjppBPuXmBEAZ4oAYjHP1e,CLUSTER_0232,3D2Ty7rjppBPuXmBEAZ4oAYjHP1e,18,False
3D2g5YWmYXBtw1rLBsWcX1rZZpdbmX,CLUSTER_0233,3D2g5YWmYXBtw1rLBsWcX1rZZpdbmX,10,False
3DMcr3URoFCwZg4Ln7ypCpwHtE,CLUSTER_0234,3DMcr3URoFCwZg4Ln7ypCpwHtE,15,False
3DXJT7LVX3KW9eUE4xEj4SuX9ikcdVytjE,CLUSTER_0235,3DXJT7LVX3KW9eUE4xEj4SuX9ikcdVytjE,35,False
3EmvezXBYtNi1yXmVxbWTZZBHGACLa,CLUSTER_0210,31g3EAvWSnhwEkTSkhdJ6YrN28mcG,18,False
3FYcZp39e3rfqJv3RBfchbnBTa,CLUSTER_0236,3FYcZp39e3rfqJv3RBfchbnBTa,46,False
3FaKFpAvshHkB1nWfYMe3bzM7SP,CLUSTER_0237,3FaKFpAvshHkB1nWfYMe3bzM7SP,3,False
3FpwSfz4doJM8AWwaH1SKBea6i,CLUSTER_0158,3FpwSfz4doJM8AWwaH1SKBea6i,24,False
3FpyeVAoAiVvYe42rwfmQqEi1WNcfcV,CLUSTER_0238,3FpyeVAoAiVvYe42rwfmQqEi1WNcfcV,41,False
3GdndiQFcmjGDui2hsjsYjVAKJgNj3,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,4,True
3HX7j2SDdqGSimSDqk7RLfcQ3h8h,CLUSTER_0239,3HX7j2SDdqGSimSDqk7RLfcQ3h8h,22,False
3JTJPBzKQvDxRpt1pBLsj6dfz7rBY52h59,CLUSTER_0240,3JTJPBzKQvDxRpt1pBLsj6dfz7rBY52h59,10,False
3JocAC6vcBmmXefUSSNKuUMJceieJz,CLUSTER_0241,3JocAC6vcBmmXefUSSNKuUMJceieJz,34,False
3JsvSPYS1R5GRa9wbeUQ73FsnK2,CLUSTER_0242,3JsvSPYS1R5GRa9wbeUQ73FsnK2,24,False
3JzrcvdZaLPvRSJLGuvkJF5ucPvbkFhr,CLUSTER_0243,3JzrcvdZaLPvRSJLGuvkJF5ucPvbkFhr,26,False
3K2dVYPACiWHEBac8Zg3B6z9poKAE,CLUSTER_0244,3K2dVYPACiWHEBac8Zg3B6z9poKAE,31,False
3K7oYxg9QYaeuFmgBWJTgRxykfW5,CLUSTER_0245,3K7oYxg9QYaeuFmgBWJTgRxykfW5,31,False
3KZPSnREY5HKirvwsYhkyGEn64hsd3yDw,CLUSTER_0149,3KZPSnREY5HKirvwsYhkyGEn64hsd3yDw,22,False
3LJr1AjvvBhqAgqAnjwfFshD4PxE,CLUSTER_0246,3LJr1AjvvBhqAgqAnjwfFshD4PxE,24,False
3LP4qkrPd9oonAXJcZtpfks4178KWesnC,CLUSTER_0247,3LP4qkrPd9oonAXJcZtpfks4178KWesnC,22,False
3MrL9duuLmB7Gv1cqEfF8i8ctva,CLUSTER_0248,3MrL9duuLmB7Gv1cqEfF8i8ctva,4,False
3NEFfmWHPf6uhL3gYGRYcDpn1nLAp,CLUSTER_0249,3NEFfmWHPf6uhL3gYGRYcDpn1nLAp,39,False
3NTgh9zVJv5qjMLnXM6iT43i2L7ovjWZL,CLUSTER_0250,3NTgh9zVJv5qjMLnXM6iT43i2L7ovjWZL,8,False
3PZHQP6DH3UGEBKBjyfbauzS1iuARzf2,CLUSTER_0251,3PZHQP6DH3UGEBKBjyfbauzS1iuARzf2,32,False
3PZrFNoHUc3qKZFG1VX2rRNz1w,CLUSTER_0252,3PZrFNoHUc3qKZFG1VX2rRNz1w,15,False
3Q9WMP1dfjR8TKaqxwSHdZibrZfy,CLUSTER_0253,3Q9WMP1dfjR8TKaqxwSHdZibrZfy,3,False
3QAA5srcvVRNHB6x14AWwpGTmNHdL,CLUSTER_0254,3QAA5srcvVRNHB6x14AWwpGTmNHdL,4,False
3QSdv1mBT8kE7weyWQhDykHESMtYae,CLUSTER_0004,3kF96jYb26EbZihRTHsmARHDm6,35,False
3QdQGsxvSmcZQ1BRacq2KQynjcJkBY,CLUSTER_0255,3QdQGsxvSmcZQ1BRacq2KQynjcJkBY,12,False
3REcS2qvbxSV4LiipYv8giSg6B,CLUSTER_0256,3REcS2qvbxSV4LiipYv8giSg6B,1,False
3RTAyULyEEK1PArQCG4Gs6QCtzBsDAsZBD,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
3RU2s2sRMJSC6KUDn4bne3rjoNMWFHGFz,CLUSTER_0257,3RU2s2sRMJSC6KUDn4bne3rjoNMWFHGFz,16,False
3RjYKhmeBSe1CJa7Fime8bQwTs8BbKH,CLUSTER_0258,3RjYKhmeBSe1CJa7Fime8bQwTs8BbKH,47,False
3RuWcHnVcnqyMQAYugUE167aVxn5,CLUSTER_0259,3RuWcHnVcnqyMQAYugUE167aVxn5,14,False
3S67d7uKsDVG18wTHqhymSL2hf,CLUSTER_0065,3S67d7uKsDVG18wTHqhymSL2hf,35,False
3S92iyhTC3TFTE53sMXGJoBh2ZBXXMR,CLUSTER_0260,3S92iyhTC3TFTE53sMXGJoBh2ZBXXMR,32,False
3SXaP4XsE9t8fb7NpTAwBhQ3TM,CLUSTER_0107,bc1qxgxgg6hjejg9caqp59uwk89smsuw34rnx3tppp,15,False
3Shu3oJN9XZnA5scEu9TFF1ougA,CLUSTER_0261,bc1qsju5wxgefy9k00gcgve8ffpdv3syfd74ttxw8u,31,False
3Ta5HbTxqRecvbuBEio6YernuwmfxPr,CLUSTER_0262,3Ta5HbTxqRecvbuBEio6YernuwmfxPr,31,False
3Tk62XigK8QJnLgcA7oqsLkVV55coua,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
3Tuq7QqffdfGruYy5NhcWWzauu5S2qWbHf,CLUSTER_0263,3Tuq7QqffdfGruYy5NhcWWzauu5S2qWbHf,32,False
3Tx7bQXxZpS9iVjHjKMNTDtoUtzsXHXDv,CLUSTER_0264,3Tx7bQXxZpS9iVjHjKMNTDtoUtzsXHXDv,31,False
3UEiVyxcsCdLUg1hFtcaQRioJPXGgFZKmo,CLUSTER_0005,3Tk62XigK8QJnLgcA7oqsLkVV55coua,3,True
3UrWPVycMyK23qMk2tL6MMMfFebu4JL2K,CLUSTER_0265,3UrWPVycMyK23qMk2tL6MMMfFebu4JL2K,47,False
3UzSztahg6RjKQoJzTac2JWdViT8,CLUSTER_0004,3kF96jYb26EbZihRTHsmARHDm6,35,False
3VE9ZbhK9hmZvPrb2TuG5msBgE55d3,CLUSTER_0266,3VE9ZbhK9hmZvPrb2TuG5msBgE55d3,12,False
3ViUfkV18eaRAHLSzHCh1cVd3zy,CLUSTER_0267,bc1q20fq8xthsdwjn9yffad5rg7tsxlzjzymvxa6lwck03jm9s84ttxg3985r2,6,False
3WJgHikAcGFNes3eP8qTww1BpgNofG,CLUSTER_0081,1jh6VhnTfS2C9pCyyRXcGxXZdaDTuU,23,False
3WUVAkKLHWYNp5Sa6VKyk2Q3Ypnx,CLUSTER_0268,3WUVAkKLHWYNp5Sa6VKyk2Q3Ypnx,14,False
3XD4dmJ2ibucP2qkHJyGB8DLQi8byu,CLUSTER_0269,3XD4dmJ2ibucP2qkHJyGB8DLQi8byu,35,False
3XgzK114QXgMjF2c4btDb8x6cNmeo,CLUSTER_0270,3XgzK114QXgMjF2c4btDb8x6cNmeo,21,False
3XiJpNgyaojg2UynnaiaAdcq9g2w72K9hQ,CLUSTER_0271,3XiJpNgyaojg2UynnaiaAdcq9g2w72K9hQ,41,False
3YDp8h4EuYp111FwsLJjtZq7JsSj9MY3j,CLUSTER_0272,3YDp8h4EuYp111FwsLJjtZq7JsSj9MY3j,15,False
3YGQShmUCPaZzXFGRga7QNCLfm,CLUSTER_0273,3YGQShmUCPaZzXFGRga7QNCLfm,43,False
3YPrVTpTvBHXLTAuPeyQdc9czbjwKFaU6N,CLUSTER_0274,3YPrVTpTvBHXLTAuPeyQdc9czbjwKFaU6N,0,False
3YPvWtsHnRwWpHJbzV9YMZYTKBhaEm3kh,CLUSTER_0275,3YPvWtsHnRwWpHJbzV9YMZYTKBhaEm3kh,3,False
3ZyqosPkKxdGvhBgKH5Xogfmh5PTW2L4Ze,CLUSTER_0276,3ZyqosPkKxdGvhBgKH5Xogfmh5PTW2L4Ze,17,False
3bjnjFKZUyZTVcNn18FBXsFcFKbk,CLUSTER_0277,3bjnjFKZUyZTVcNn18FBXsFcFKbk,11,False
3bm9HDNNHwAdUSJkh9HPd2DJaGikzQ,CLUSTER_0278,3bm9HDNNHwAdUSJkh9HPd2DJaGikzQ,0,False
3cZNWiZtTCgjcPX2wKgfQM7PtzeJUzNG,CLUSTER_0279,3cZNWiZtTCgjcPX2wKgfQM7PtzeJUzNG,22,False
3cgt1RgerKqQ8XVX3i3vXKPLtozEgxvCL4,CLUSTER_0280,3cgt1RgerKqQ8XVX3i3vXKPLtozEgxvCL4,48,False
3cguUUwzFbnAmAJjEK3Cc13y4JT4qK9,CLUSTER_0281,3cguUUwzFbnAmAJjEK3Cc13y4JT4qK9,22,False
3dM5dj9CibV4YJXqTz34n37ofTg,CLUSTER_0282,3dM5dj9CibV4YJXqTz34n37ofTg,21,False
3dZmzLAnQFsxZ44DWGS4G6a589ZK,CLUSTER_0283,3dZmzLAnQFsxZ44DWGS4G6a589ZK,31,False
3dcBBVSNefyc8zj8kdNQjc6mSq,CLUSTER_0284,3g8rUcY6Q27pkq6MoD7SS4f7vwxguZ,10,False
3dwK5w58xhaKRBZkkyfFSRb3U2NehL,CLUSTER_0285,3dwK5w58xhaKRBZkkyfFSRb3U2NehL,22,False
3eE8pzhbg85sZ6QYaT1H7LFbdQ9sxQ1BR,CLUSTER_0286,3eE8pzhbg85sZ6QYaT1H7LFbdQ9sxQ1BR,2,False
3emjFdYUPffcH3pup1AiSTzoa6,CLUSTER_0287,3emjFdYUPffcH3pup1AiSTzoa6,31,False
3erUgXjqXFataTbKv8V7YQLRW6cfzt15,CLUSTER_0288,3erUgXjqXFataTbKv8V7YQLRW6cfzt15,27,False
3esijc78xkHM4MfhgUGAbQDR5B,CLUSTER_0030,16tHAApycAsxgGzRDPGhRQAery,10,False
3ewk9TL64oZaEGPdS1gYeckah5v7nJ6m,CLUSTER_0289,3ewk9TL64oZaEGPdS1gYeckah5v7nJ6m,38,False
3fKC7oJh5peFtLNqc7UgH7TRfkZBGh,CLUSTER_0290,3fKC7oJh5peFtLNqc7UgH7TRfkZBGh,28,False
3fLx3bhJtaTdv2zcshTdtLwvRW4CxUwTU8,CLUSTER_0291,3fLx3bhJtaTdv2zcshTdtLwvRW4CxUwTU8,27,False
3faDh7yPaUG24SYY5V58c4Ghe4,CLUSTER_0292,3faDh7yPaUG24SYY5V58c4Ghe4,12,False
3fp7paGJM5pmRWqJgvNoohNDNWUaK1pz,CLUSTER_0293,3fp7paGJM5pmRWqJgvNoohNDNWUaK1pz,40,False
3fqWVtUZRkpcSR3LTEg9VdXHSuU98uq,CLUSTER_0294,3fqWVtUZRkpcSR3LTEg9VdXHSuU98uq,47,False
3fvdVoLDav4LukjenySEGH7LbBw,CLUSTER_0295,3fvdVoLDav4LukjenySEGH7LbBw,29,False
3fwz5rw2fKELoFiuHq58bkDTXWC1HuGzTq,CLUSTER_0024,bc1qrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx,31,True
3g8rUcY6Q27pkq6MoD7SS4f7vwxguZ,CLUSTER_0284,3g8rUcY6Q27pkq6MoD7SS4f7vwxguZ,10,False
3hgrA4NNFXY8iwW29sReDanDwbWSiyg,CLUSTER_0296,3hgrA4NNFXY8iwW29sReDanDwbWSiyg,23,False
3htRRBEp772A6hC5D6bJ2cx3YX5PQoA7,CLUSTER_0297,3htRRBEp772A6hC5D6bJ2cx3YX5PQoA7,10,False
3hxoUveVFCzkM23mnGDLR1tLnnGgBDSRm,CLUSTER_0298,3hxoUveVFCzkM23mnGDLR1tLnnGgBDSRm,15,False
3iRxPes7AwHrC213QFkW9xdzZWDus,CLUSTER_0111,1WcWPk4EWabgHoxAvJsMXbB7pgPpW4X3,4,True
3jSNswECxgQ2KDnbBzMWZDTFoW,CLUSTER_0299,3jSNswECxgQ2KDnbBzMWZDTFoW,22,False
3jvsQHXNXJABTPMLhqtK9BV2b9,CLUSTER_0049,1DEkjtE1GxFUvxF4bKJtYh4a73uh2kD3ma,15,False
3kF96jYb26EbZihRTHsmARHDm6,CLUSTER_0004,3kF96jYb26EbZihRTHsmARHDm6,35,False
3kFaQ6j9ZbEctYfRMEw5Pnfh6FVD84hmmw,CLUSTER_0300,3kFaQ6j9ZbEctYfRMEw5Pnfh6FVD84hmmw,20,False
3mWcgZYA79hymmE6jvXpJGQH2ibg,CLUSTER_0301,3mWcgZYA79hymmE6jvXpJGQH2ibg,25,False
3mpcki4gE2EbUnfj7D168TchHKT,CLUSTER_0302,3mpcki4gE2EbUnfj7D168TchHKT,40,False
3mt9mJgMYKoaBjseCnqBeVFVGZY9c,CLUSTER_0303,3mt9mJgMYKoaBjseCnqBeVFVGZY9c,44,False
3n3hVqLvMnL9haHRtrh4HLWNqsf1LbYqbb,CLUSTER_0304,3n3hVqLvMnL9haHRtrh4HLWNqsf1LbYqbb,3,False
3n5zUQWvhYnMtYe5mfMe3zgQkyR1GWXa,CLUSTER_0305,3n5zUQWvhYnMtYe5mfMe3zgQkyR1GWXa,8,False
3nP9hJegng1yMa3tT9hn3woUVAHU,CLUSTER_0306,3nP9hJegng1yMa3tT9hn3woUVAHU,12,False
