wallet_address,tx_count,in_degree,out_degree,degree_ratio,fanin_count,fanout_count,total_received_amount,total_sent_amount,net_balance,turnover_ratio,avg_hop_interval_mins,median_hop_interval_mins,min_hop_interval_mins,max_hop_interval_mins,min_drain_minutes,wallet_age_hours,forwarded_pct_10m,forwarded_pct_30m,forwarded_pct_60m,forwarded_pct_120m,peel_skim_ratio,peel_signal,transient_velocity,velocity_drain_score,fanout_burst_signal,fanin_burst_signal,is_peel_chain_node,is_mixer_hub,is_mixer_intermediate,is_rapid_cashout_node,unique_counterparties,unique_ips_count,unique_countries_count,unique_asns_count,dominant_country,dominant_asn,timestamp_entropy,betweenness_centrality,pagerank,ground_truth_label,is_planted_anomaly
1Gp3XhpQNfp9xtZBg9ZNL27m3e,5,3,2,0.6666666666666666,5,3,10.13030892,10.16849268,-0.03818376,0.9962,6634.37,4363.07,2246.07,15565.27,2246.07,442.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0068,0.0113,0.0,0.0,0.0,0.0,8,10,7,9,Germany,AS12389,0.5064,0.013394,0.003176,normal,0
1GsoYEWNyt9Aok2Rv7baAvSoqzxMLD,2,1,1,1.0,1,3,5.21316499,4.71953997,0.49362502,0.9053,1242.48,1242.48,1242.48,1242.48,0.0,20.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0436,0.0,0.1442,0.0481,0.0,0.0,0.0,0.0,4,4,4,4,Australia,AS1221,0.2181,0.002678,0.000853,normal,0
1GvgDKm4poQ4uZiDVte99kYkRaMz9Vkr,7,4,3,0.75,5,4,6.54147983,5.73616436,0.80531547,0.8769,6661.86,4164.15,1432.09,15094.43,1432.09,666.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.006,0.0075,0.0,0.0,0.0,0.0,9,14,7,10,Germany,AS13285,0.55,0.017738,0.003839,normal,0
1HL2ojEmddqSdJiSpD9VFtiAA6EJ1PWg,1,1,0,0.0,1,0,3.21444075,0.0,3.21444075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Australia,AS1221,0.0,0.0,0.001769,normal,0
1HMRK334kDUu6BxNJ61ZrLjMnXNeDPt,2,2,0,0.0,2,0,9.2562302,0.0,9.2562302,0.0,17.0,17.0,17.0,17.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2632,0.0,0.0,0.0,0.0,2,4,3,4,Nigeria,AS29465,0.0,0.0,0.001978,mixer,1
1HaGQ1mqhAEbW8iiDapetaw6AyzmS4Brm,2,1,1,1.0,1,1,2.59131434,2.59131434,0.0,1.0,47.18,47.18,47.18,47.18,47.18,0.79,0.0,0.0,1.0,1.0,0.0,0.0,1.1905,0.0,1.1236,1.1236,0.0,0.0,1.0,0.0,2,4,4,4,Germany,AS12389,0.2181,0.0,0.00073,mixer,1
1HpYh645Sb3zu6Qyaif52rfvt3X,2,1,1,1.0,1,1,4.94912267,4.94912267,0.0,1.0,5.69,5.69,5.69,5.69,5.69,0.09,1.0,1.0,1.0,1.0,0.0232,2.32,7.1429,1.4948,5.2632,5.2632,1.0,0.0,1.0,1.0,2,4,3,4,Australia,AS1221,0.0,1.1e-05,0.001652,rapid_cashout,1
1Hx4mBV1rvXCnWhcgMey6HQfQC1hvYjZaM,2,1,1,1.0,1,1,1.75883645,1.75883645,0.0,1.0,7.73,7.73,7.73,7.73,7.73,0.13,1.0,1.0,1.0,1.0,0.0713,7.13,5.5556,1.1455,4.3478,4.3478,1.0,0.0,1.0,1.0,2,4,3,4,China,AS133982,0.0,2.3e-05,0.002383,peel_chain,1
1JDexC1JDqg4T7wf1bLNJcvdbgyVMFUo,2,1,1,1.0,1,1,0.83768244,0.83768244,0.0,1.0,71.2,71.2,71.2,71.2,71.2,1.19,0.0,0.0,0.0,1.0,0.0,0.0,0.8065,0.0,0.7752,0.7752,0.0,0.0,1.0,0.0,2,4,4,4,China,AS4134,0.2181,0.0,0.000672,mixer,1
1JMttpPQboVJV1UbjBJwGcYStaN,1,0,1,1.0,0,1,0.0,1.43492477,-1.43492477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,Nigeria,AS29465,0.0,0.0,0.000642,normal,0
1JbRhM3sMzGyw5dNogx9cn34nNPZcg,2,1,1,1.0,1,1,4.01362871,4.01362871,0.0,1.0,9.3,9.3,9.3,9.3,9.3,0.16,1.0,1.0,1.0,1.0,0.0323,3.23,4.7619,0.9709,3.8462,3.8462,1.0,0.0,1.0,1.0,2,4,2,2,Brazil,AS28573,0.2181,1.4e-05,0.002669,peel_chain,1
1JqaueoDg43janEMMsb2UfPqrqrjc,1,1,0,0.0,1,0,2.29069307,0.0,2.29069307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS5089,0.0,0.0,0.003311,normal,0
1Jsn2EyuMXiDWSpbtbXkGieKX7,6,5,1,0.2,7,1,9.20318407,3.99529166,5.20789241,0.4341,7615.35,4893.54,3821.2,17342.02,4112.02,634.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0016,0.011,0.0,0.0,0.0,0.0,8,12,6,10,India,AS13285,0.5638,0.00609,0.002429,normal,0
1KJRt8RpPUtAegS2h7ih2pP4Fhs,4,1,3,3.0,3,6,16.43979231,9.31084102,7.12895129,0.5664,13210.87,14787.73,0.44,24844.44,0.44,660.54,0.1462,0.1462,0.1462,0.1462,0.0,0.0,0.0009,1.0153,0.0091,0.0045,0.0,0.0,0.0,0.0,8,8,5,7,China,AS3216,0.3272,0.008104,0.002559,normal,0
1KTmMiyJppXzKiewa37Xxm67jUFEs5,5,2,3,1.5,2,3,15.751045,35.54027955,-19.78923455,0.4432,879.8,877.64,1.99,1761.95,1.99,58.65,0.3925,0.3925,0.3925,0.3925,0.0,0.0,0.0076,1.3127,0.0511,0.034,0.0,0.0,0.0,0.0,4,10,7,7,United States,AS24940,0.4192,0.000883,0.002188,normal,0
1KnqETBkQGKzQJmts5buKPErgV57p,4,2,2,1.0,3,2,9.47268672,5.84767696,3.62500976,0.6173,5269.3,7167.21,1.39,8639.29,1.39,263.46,0.3901,0.3901,0.3901,0.3901,0.0,0.0,0.0023,1.6322,0.0076,0.0114,0.0,0.0,0.0,0.0,5,8,6,6,China,AS1221,0.0,0.001735,0.003867,normal,0
1LCvy7DUHPSR1GEgVfhEU8hVRkrxoBTX,3,2,1,0.5,2,3,5.32393968,2.9673407,2.35659898,0.5574,11066.57,11066.57,3005.11,19128.04,0.0,368.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0081,0.0054,0.0,0.0,0.0,0.0,5,6,5,5,Australia,AS17547,0.3457,0.013992,0.00303,normal,0
1LmxQm2GzVMwSgf5coi59idjK71,1,1,0,0.0,1,0,3.85275601,0.0,3.85275601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Germany,AS24940,0.0,0.0,0.002669,peel_chain,1
1LofnkE4hV2gHVzHzrZzFSztAzC,3,2,1,0.5,2,1,2.96448797,15.88602672,-12.92153875,0.1866,13458.35,13458.35,0.72,26915.97,0.72,448.61,0.0809,0.0809,0.0809,0.0809,0.0,0.0,0.0004,0.4703,0.0022,0.0045,0.0,0.0,0.0,0.0,3,6,5,6,United States,AS18881,0.2003,0.0,0.001043,normal,0
1Lxu5fQZewt6nJGUh4bpCVT2zb,2,1,1,1.0,1,1,2.60830171,2.60830171,0.0,1.0,7.58,7.58,7.58,7.58,7.58,0.13,1.0,1.0,1.0,1.0,0.0,0.0,5.5556,1.1655,4.3478,4.3478,1.0,0.0,1.0,1.0,2,4,3,3,Russia,AS133982,0.0,6e-06,0.001188,rapid_cashout,1
1MQMnpVBa53APeUKrvbhkS27Sp1yPs6p,1,1,0,0.0,1,0,0.23439702,0.0,0.23439702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,United Kingdom,AS2856,0.0,0.0,0.000755,normal,0
1MQey9fStWnwpxjZJ3CpAHmmyARGjEy,2,1,1,1.0,1,3,0.35991775,2.32022044,-1.96030269,0.1551,14228.53,14228.53,14228.53,14228.53,0.0,237.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0126,0.0042,0.0,0.0,0.0,0.0,4,4,3,4,China,AS27699,0.2181,0.002136,0.002009,normal,0
1MTGC5or68rEptnwASc223CdEJbNih,4,1,3,3.0,1,3,2.35213612,12.37137939,-10.01924327,0.1901,5987.79,5960.18,2095.82,9907.37,2095.82,299.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.01,0.0033,0.0,0.0,0.0,0.0,4,8,6,8,United Kingdom,AS13285,0.4362,0.000704,0.000853,normal,0
1MZ9SduMyCHDGBrFCBG6q8etLDT,2,1,1,1.0,1,1,0.89046858,0.89046858,0.0,1.0,21.22,21.22,21.22,21.22,21.22,0.35,0.0,1.0,1.0,1.0,0.0486,4.86,2.5,0.45,2.2222,2.2222,1.0,0.0,1.0,0.0,2,4,2,3,China,AS3216,0.0,9e-06,0.001188,peel_chain,1
1Maa42vUu6ofuKQ6u6y7ojjEoiUC,14,6,8,1.3333333333333333,7,13,19.52597715,33.49386179,-13.96788464,0.583,3222.92,4006.73,1.46,7113.83,1.46,698.3,0.1507,0.1507,0.1507,0.1507,0.0,0.0,0.0008,0.6126,0.0186,0.01,0.0,0.0,0.0,0.0,18,28,9,19,India,AS13335,0.7252,0.081839,0.004283,normal,0
1MhWauvnHunBSiVcnCnrRm1b9Yffh,1,0,1,1.0,0,3,0.0,2.8886288,-2.8886288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3,2,2,2,Brazil,AS25513,0.0,0.0,0.000642,normal,0
1NNKpberCCjhpCHJsqJqVbv1To1,2,1,1,1.0,1,1,0.2923903,0.2923903,0.0,1.0,71.45,71.45,71.45,71.45,71.45,1.19,0.0,0.0,0.0,1.0,0.0,0.0,0.8065,0.0,0.7752,0.7752,0.0,0.0,1.0,0.0,2,4,4,4,China,AS24940,0.2181,0.0,0.000652,mixer,1
1NW7x1vyzWnyvdSzf5ozgSBG92,1,1,0,0.0,1,0,2.82475187,0.0,2.82475187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS17547,0.0,0.0,0.001638,normal,0
1NbVmukmmF7E2WmoS49Lc7ZmWfGruqsg,1,1,0,0.0,2,0,4.19994705,0.0,4.19994705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2,2,2,2,Australia,AS18881,0.0,0.0,0.002648,normal,0
1NhJApEJNzNYdFFSPwuJoriPjMdMH5dGwv,1,0,1,1.0,0,1,0.0,2.608664,-2.608664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,China,AS25513,0.0,0.0,0.000642,rapid_cashout,1
1NyWqtBvEBJCcXXUuLMoPUxBXs7B4F,1,1,0,0.0,1,0,0.49213017,0.0,0.49213017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Nigeria,AS13285,0.0,0.0,0.000691,normal,0
1PRUmwjFcwHiJ2wqq7mxGSGj2UWBx9,2,1,1,1.0,1,3,2.22640847,2.70791255,-0.48150408,0.8222,19.9,19.9,19.9,19.9,19.9,0.33,0.0,1.0,1.0,1.0,0.0,0.0,2.1637,0.4785,6.9767,2.3256,1.0,0.0,0.0,0.0,4,4,3,3,United Kingdom,AS2856,0.0,0.001743,0.001531,normal,0
1PS9JuMvdUUAaTBXZMRmLL4RMbEGzbbMAY,1,1,0,0.0,3,0,1.79108435,0.0,1.79108435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3,2,2,2,Nigeria,AS29465,0.0,0.0,0.001034,normal,0
1PZCSFuiWVghevjF3pdgheGTgFb,2,1,1,1.0,1,1,1.53413342,1.53413342,0.0,1.0,72.2,72.2,72.2,72.2,72.2,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.7692,0.7692,0.0,0.0,1.0,0.0,2,4,3,4,United States,AS1221,0.2181,0.0,0.000684,mixer,1
1PrrA3brtMatoQ77VzUJTHkRTWn9PaJ,2,1,1,1.0,1,1,10.89606001,10.89606001,0.0,1.0,7.84,7.84,7.84,7.84,7.84,0.13,1.0,1.0,1.0,1.0,0.0389,3.89,5.5556,1.1312,4.3478,4.3478,1.0,0.0,1.0,1.0,2,4,4,4,Germany,AS12714,0.0,1.1e-05,0.001652,rapid_cashout,1
1PukSQyQoMrvkPz8MyNVvocBsMo,7,5,2,0.4,5,4,12.21511113,5.89005965,6.32505148,0.4822,5951.37,1453.83,0.75,17842.33,0.75,595.14,0.0015,0.0015,0.0894,0.0894,0.0,0.0,0.0008,0.0086,0.0067,0.0084,0.0,0.0,0.0,0.0,9,14,9,11,Germany,AS12389,0.4018,0.016963,0.003184,normal,0
1Q2n7Qr5fYNxSK1nTwKH4cfWMebT5C,4,2,2,1.0,2,4,11.0304625,8.31707622,2.71338628,0.754,3917.36,4873.2,1.96,6876.93,1.96,195.87,0.2959,0.2959,0.2959,0.2959,0.0,0.0,0.0038,0.9997,0.0204,0.0102,0.0,0.0,0.0,0.0,6,8,6,7,India,AS13335,0.3272,0.000755,0.001339,normal,0
1Q2oM11Z7CWna6Tvoe1zebzVeaWjg,1,1,0,0.0,1,0,5.58977995,0.0,5.58977995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,1,2,India,AS45820,0.0,0.0,0.001075,normal,0
1QFDjt6vX9QGopw4visoP7T4dA,1,1,0,0.0,1,0,3.26117466,0.0,3.26117466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,India,AS16509,0.0,0.0,0.003872,normal,0
1QYBWeP8AGR1s6mswZoTqNUbGkZF1x2URx,3,1,2,2.0,1,4,3.01580332,12.71828468,-9.70248136,0.2371,12884.4,12884.4,17.86,25750.95,17.86,429.48,0.0,1.0,1.0,1.0,0.0,0.0,0.0006,0.5302,0.0093,0.0023,0.0,0.0,0.0,0.0,5,6,4,5,China,AS24940,0.3457,0.009756,0.00083,normal,0
1Qc7jaZAiTT2qpRnMvnvjNbSxbuVUhnd,2,2,0,0.0,2,0,2.81813165,0.0,2.81813165,0.0,18531.74,18531.74,18531.74,18531.74,0.0,308.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,2,4,4,4,Brazil,AS133982,0.2181,0.0,0.001163,normal,0
1QfNuTF42Zb1i442LWHVYitaFUQ6fM,9,5,4,0.8,7,5,19.69322126,6.34567327,13.34754799,0.3222,4346.2,2840.28,0.67,12428.41,0.67,579.49,0.0407,0.0407,0.0407,0.0407,0.0,0.0,0.0006,0.2437,0.0086,0.0121,0.0,0.0,0.0,0.0,12,18,10,15,United Kingdom,AS13285,0.546,0.027659,0.005893,normal,0
1Qo88vs4wTfLF2KEN88dJFDSgouiu4R,7,4,3,0.75,4,3,9.56121693,21.56955893,-12.008342,0.4433,5859.05,4634.5,417.51,14527.64,417.51,585.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0051,0.0068,0.0,0.0,0.0,0.0,7,14,9,13,Brazil,AS13335,0.55,0.001387,0.001209,normal,0
1QsdQ6pn7N33qrAvoEYhQMuU7LxUZC,4,1,3,3.0,1,4,2.59687378,7.39378182,-4.79690804,0.3512,12729.37,8816.76,28.27,29343.07,28.27,636.47,0.0,1.0,1.0,1.0,0.0,0.0,0.0006,0.3416,0.0063,0.0016,0.0,0.0,0.0,0.0,5,8,4,6,United States,AS12714,0.4362,0.008625,0.001087,normal,0
1Qwaa35fZKGfKG8eTvw1dZ6YW8M4F,5,1,4,4.0,1,4,15.67365184,10.02917051,5.64448133,0.6399,4528.41,5498.96,23.17,7092.56,6921.8,301.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0132,0.0033,0.0,0.0,0.0,0.0,5,10,6,8,Brazil,AS1221,0.4192,0.000661,0.002347,normal,0
1RzFL2FKDCbPGRBT5tZMaPK3NU1N7XT,2,1,1,1.0,1,1,3.22648349,3.22648349,0.0,1.0,41.03,41.03,41.03,41.03,41.03,0.68,0.0,0.0,1.0,1.0,0.0,0.0,1.3699,0.0,1.2821,1.2821,0.0,0.0,1.0,0.0,2,4,3,3,United Kingdom,AS3320,0.2181,0.0,0.000751,mixer,1
1Sk8WaWcEgvHujkjakUtr87uLP3nrDgkt,1,1,0,0.0,1,0,10.35526728,0.0,10.35526728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Brazil,AS27699,0.0,0.0,0.001059,normal,0
1StK9J8LUq2PwFtZHUwF7akonFNxuX1,2,1,1,1.0,1,1,10.47246855,10.47246855,0.0,1.0,4.08,4.08,4.08,4.08,4.08,0.07,1.0,1.0,1.0,1.0,0.038,3.8,8.3333,1.9685,5.8824,5.8824,1.0,0.0,1.0,1.0,2,4,4,4,Brazil,AS28573,0.0,9e-06,0.002047,rapid_cashout,1
1SzL2JPntLawzwZdQqekDC1YfMs8Tuvi,2,1,1,1.0,3,3,2.50494635,1.21042311,1.29452324,0.4832,59.84,59.84,59.84,59.84,59.84,1.0,0.0,0.0,0.4832,0.4832,0.0,0.0,0.4602,0.0,2.7273,2.7273,0.0,0.0,0.0,0.0,6,4,2,2,Nigeria,AS29465,0.2181,0.002,0.001246,normal,0
1T5XbeAQU6SaQSB9heevzbpJVj2HEDxj,2,1,1,1.0,1,3,2.7151853,12.74328433,-10.02809903,0.2131,33.3,33.3,33.3,33.3,33.3,0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.3493,0.0,4.5455,1.5152,0.0,0.0,0.0,0.0,4,4,2,4,India,AS29465,0.0,0.001527,0.001161,normal,0
1TALtcnecAyr6rVzbqHjjFKatb9a1y3Um,2,1,1,1.0,1,1,7.72533004,7.72533004,0.0,1.0,20.81,20.81,20.81,20.81,20.81,0.35,0.0,1.0,1.0,1.0,0.0518,5.18,2.5,0.4585,2.2222,2.2222,1.0,0.0,1.0,0.0,2,4,3,3,Singapore,AS3320,0.2181,6e-06,0.001188,peel_chain,1
1TFozSiFyfVopFHZiazXDwNm3T,1,0,1,1.0,0,1,0.0,3.673489,-3.673489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,Singapore,AS2856,0.0,0.0,0.000642,rapid_cashout,1
1TS5gR4jZoD7voJcZC6MeEcTvC,3,1,2,2.0,1,4,1.89762826,6.42575418,-4.52812592,0.2953,5209.14,5209.14,1.34,10416.95,1.34,173.64,1.0,1.0,1.0,1.0,0.0,0.0,0.0017,4.2735,0.023,0.0058,0.0,0.0,0.0,1.0,5,6,6,6,Australia,AS18881,0.2003,0.008269,0.002289,normal,0
1TbtuPjYCEgEjr5baNe91L25BR,1,1,0,0.0,1,0,5.71827808,0.0,5.71827808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Russia,AS3216,0.0,0.0,0.002159,normal,0
1TkqHnVESiELt59P9DRLU4qPmw2taUwJP,3,1,2,2.0,3,2,0.25374038,7.98585927,-7.73211889,0.0318,14951.26,14951.26,6805.22,23097.3,0.0,498.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.004,0.006,0.0,0.0,0.0,0.0,5,6,5,5,Germany,AS133982,0.3457,0.010209,0.000768,normal,0
1UU2EDYCorSUfkqNutwsXAzrGPKLH,2,2,0,0.0,2,0,2.21919044,0.0,2.21919044,0.0,17371.42,17371.42,17371.42,17371.42,0.0,289.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,2,4,3,4,Germany,AS18881,0.2181,0.0,0.000811,normal,0
1UbzcohhWw54idExvHKBXbeFG6,4,2,2,1.0,2,2,2.99051914,2.21562865,0.77489049,0.7409,11107.06,9409.55,3777.22,20134.41,0.0,555.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0036,0.0036,0.0,0.0,0.0,0.0,4,8,7,8,China,AS25513,0.3272,0.005546,0.002269,normal,0
1UevBadV6MLfrLhHwpYTKKyQWzfY,5,2,3,1.5,2,5,1.29413441,6.06544259,-4.77130818,0.2134,7358.33,7292.11,1.14,14847.97,1.14,490.56,0.431,0.431,0.431,0.431,0.0,0.0,0.0004,2.014,0.0102,0.0041,0.0,0.0,0.0,0.0,7,10,6,9,Australia,AS1221,0.5064,0.007418,0.00285,normal,0
1VFjRV4SDpzzFdiBJx5EYcSK1t1vCpms,1,1,0,0.0,2,0,5.33287297,0.0,5.33287297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2,2,2,2,Singapore,AS16509,0.0,0.0,0.001803,normal,0
1Vvp4HNZnMdLqvoxRZyDNyfhrRW,7,4,3,0.75,6,5,22.6557126,15.15599484,7.49971776,0.669,4801.1,3259.45,56.49,11115.27,56.49,480.11,0.0,0.0,0.0738,0.0738,0.0,0.0,0.0014,0.0,0.0104,0.0125,0.0,0.0,0.0,0.0,11,14,7,12,Australia,AS1221,0.55,0.008215,0.002993,normal,0
1WYUVAaWe5bNub6HEbmhBxyu2k9r93cP7,2,1,1,1.0,2,1,7.43435657,1.05131575,6.38304082,0.1414,9235.45,9235.45,9235.45,9235.45,0.0,153.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0065,0.013,0.0,0.0,0.0,0.0,3,4,4,4,Australia,AS12389,0.2181,0.001985,0.001649,normal,0
1WcWPk4EWabgHoxAvJsMXbB7pgPpW4X3,9,5,4,0.8,7,5,27.45175343,24.37367067,3.07808276,0.8879,3653.52,1158.29,0.77,17156.1,0.77,487.14,0.1342,0.1657,0.1657,0.1657,0.0,0.0,0.0018,0.9362,0.0103,0.0144,0.0,0.0,0.0,0.0,12,18,8,14,Brazil,AS12389,0.6429,0.006956,0.004063,normal,0
1Wf7JJxFmvqKeimM9ECY4rmVcW3rDhu1D1,1,1,0,0.0,1,0,0.06815461,0.0,0.06815461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Australia,AS1221,0.0,0.0,0.000659,normal,0
1Wk1Fy1qrgiLfQ94Lvysi6vW5VboDPPEew,1,1,0,0.0,2,0,6.34724264,0.0,6.34724264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2,2,2,2,Germany,AS25513,0.0,0.0,0.001194,normal,0
1WmH85GMNNW8TbuU2GuTCqMPgJy,4,1,3,3.0,1,5,3.28348868,12.2252778,-8.94178912,0.2686,4972.17,6424.35,1244.14,7248.01,0.0,248.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0201,0.004,0.0,0.0,0.0,0.0,6,8,4,7,India,AS12389,0.4362,0.000191,0.000824,normal,0
1XBw3H1xbjFB4awZn2G1vC2cU6ZELg,6,3,3,1.0,6,3,14.04524506,16.56547217,-2.52022711,0.8479,8558.27,4566.56,24.58,23309.75,24.58,713.19,0.0,0.1114,0.1114,0.1114,0.0,0.0,0.0012,0.0435,0.0042,0.0084,0.0,0.0,0.0,0.0,9,12,7,10,Nigeria,AS133982,0.5638,0.012314,0.003873,normal,0
1XS1L7rhUE6o6NJPpseg4ZcAMDkvc,2,1,1,1.0,1,1,2.02760882,2.02760882,0.0,1.0,16.99,16.99,16.99,16.99,16.99,0.28,0.0,1.0,1.0,1.0,0.0263,2.63,3.0303,0.5559,2.6316,2.6316,1.0,0.0,1.0,0.0,2,4,3,3,India,AS3356,0.0,1.7e-05,0.002047,peel_chain,1
1Xb2zc33s21bQYbhByt5UxAoHmqE3M,2,1,1,1.0,1,1,3.34789752,1.6729584,1.67493912,0.4997,13136.83,13136.83,13136.83,13136.83,0.0,218.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0046,0.0046,0.0,0.0,0.0,0.0,2,4,4,4,Brazil,AS28573,0.2181,0.000664,0.001505,normal,0
1XdVS3G8HtV2doiK1QEq7we9wHhRU,3,1,2,2.0,1,2,3.99846246,8.05169399,-4.05323153,0.4966,16289.56,16289.56,2388.99,30190.14,2388.99,542.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0037,0.0018,0.0,0.0,0.0,0.0,3,6,5,5,China,AS13285,0.3457,0.004814,0.002589,normal,0
1YAwZ5qDvKSdJeK13WMgG8yLmdAUw,3,2,1,0.5,2,1,7.85841108,0.53876594,7.31964514,0.0686,12015.11,12015.11,1018.49,23011.73,1018.49,400.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0025,0.005,0.0,0.0,0.0,0.0,3,6,5,6,United States,AS12714,0.2003,0.001758,0.002675,normal,0
1YHzsDquR4Bg9DXCGFqToe1TAW2Ffzekq,8,4,4,1.0,5,6,14.57495013,21.80542823,-7.2304781,0.6684,5037.41,1367.2,0.78,19402.35,0.78,587.7,0.3294,0.3294,0.3294,0.3294,0.0,0.0,0.0011,1.8506,0.0102,0.0085,0.0,0.0,0.0,0.0,10,16,8,14,India,AS12714,0.4156,0.015151,0.005216,normal,0
1YUzg35ju6VVPayqGBwBNwBVuJafNKyi,1,1,0,0.0,1,0,0.78603674,0.0,0.78603674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2,2,2,Germany,AS24940,0.0,0.0,0.000858,normal,0
1YnX1K2vsqJ4sw5V5mm8UYGsRDYj,10,2,8,4.0,2,10,0.73657858,24.97451087,-24.23793229,0.0295,4352.17,4617.87,0.65,8644.14,0.65,652.83,0.3571,0.3571,0.3571,0.3571,0.0715,7.15,0.0,2.1642,0.0153,0.0031,1.0,0.0,0.0,0.0,12,20,7,15,Australia,AS1221,0.5937,0.033308,0.000701,normal,0
